Date,About,Period,Player Load Per Minute,IMA Accel Low,IMA Accel High,IMA Accel Total,IMA Jump Count Low Band,IMA Jump Count Med Band,IMA Jump Count High Band,Season,Prop_Accel_High,Prop_Jump_High
2024-02-28,Athlete O,Game,10.55,44,9,68,92,17,13,2,0.1323529411764706,0.10655737704918032
2024-02-28,Athlete P,Game,4.050000000000001,69,13,106,15,13,11,2,0.12264150943396226,0.28205128205128205
2024-02-28,Athlete Q,Game,11.9,56,6,83,24,17,13,2,0.07228915662650602,0.24074074074074073
2024-02-28,Athlete R,Game,3.6,42,9,73,13,9,4,2,0.1232876712328767,0.15384615384615385
2024-03-02,Athlete B,Game,10.95,12,2,18,12,7,5,2,0.1111111111111111,0.20833333333333334
2024-03-02,Athlete C,Game,11.05,47,6,68,23,18,14,2,0.08823529411764706,0.2545454545454545
2024-03-02,Athlete E,Game,11.75,76,12,108,47,15,38,2,0.1111111111111111,0.38
2024-03-02,Athlete F,Game,11.1,57,9,83,36,15,25,2,0.10843373493975904,0.32894736842105265
2024-03-02,Athlete M,Game,10.15,18,6,27,14,3,12,2,0.2222222222222222,0.41379310344827586
2024-03-02,Athlete N,Game,11.1,6,0,9,7,0,2,2,0.0,0.2222222222222222
2024-03-02,Athlete O,Game,11.149999999999999,63,19,93,49,21,5,2,0.20430107526881722,0.06666666666666667
2024-03-02,Athlete P,Game,11.55,53,6,72,19,9,11,2,0.08333333333333333,0.28205128205128205
2024-03-02,Athlete Q,Game,12.25,26,7,45,11,3,2,2,0.15555555555555556,0.125
2024-03-02,Athlete R,Game,7.6,58,9,84,26,11,1,2,0.10714285714285714,0.02631578947368421
2024-03-09,Athlete B,Game,12.100000000000001,29,9,45,35,12,16,2,0.2,0.25396825396825395
2024-03-09,Athlete C,Game,11.2,48,7,70,19,23,16,2,0.1,0.27586206896551724
2024-03-09,Athlete E,Game,14.75,72,15,114,34,14,19,2,0.13157894736842105,0.2835820895522388
2024-03-09,Athlete F,Game,11.6,66,6,92,22,18,22,2,0.06521739130434782,0.3548387096774194
2024-03-09,Athlete M,Game,12.75,29,6,46,38,5,14,2,0.13043478260869565,0.24561403508771928
2024-03-09,Athlete O,Game,11.7,67,13,98,74,17,12,2,0.1326530612244898,0.11650485436893204
2024-03-09,Athlete P,Game,14.25,61,11,87,14,19,10,2,0.12643678160919541,0.23255813953488372
2024-03-09,Athlete Q,Game,13.25,25,1,29,8,7,7,2,0.034482758620689655,0.3181818181818182
